sites.sitename,lat,lon,mean,stand.age,dominant.veg,scientific.name,variable.name,city,state,country,soil.classification,continent,biogeog,FAO.ecozone
"Lijiang Picea, Abies 3",27.02,99.62,125.0,100,2TEN,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
"Lijiang Picea, Abies 4",27.1,99.44,163.8,120,2TEN,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
"Lijiang Picea, Abies 5",27.17,99.57,192.9,100,2TEN,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Lijiang Pinus,27.32,99.57,119.2,110,2TEN,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Lingjiang 1,33.17,103.92,86.3,152,2TEN,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Lingjiang 2,33.38,104.1,62.2,114,2TEN,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Lingjiang 3,33.42,103.88,89.1,134,2TEN,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Temperate mountain system
Lingjiang 4,33.47,103.53,89.5,134,2TEN,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Temperate mountain system
Lingxia,27.0,118.9,101.0,160,2TEN,,biomass_ag_C,Pingnan,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Lingzhi,29.5,94.3,102.9,143,2TEN,,biomass_ag_C,Lhasa,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Linnebjer,55.73,13.3,94.47,195,2TDB,,biomass_ag_C,NAC,Skane,Sweden,NAC,Europe,Palearctic,Temperate oceanic forest
Linzhi,29.7,94.1,145.2,149,2TEN,,biomass_ag_C,NAC,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Lithuania,55.42,26.02,75.0,NI,2TEN,,biomass_ag_C,NAC,Utenos,Lithuania,NAC,Europe,Palearctic,Temperate continental forest
"Lixian Picea, Abies",31.4,103.1,130.9,163,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
"Lixian Populus, Betula",31.4,103.1,92.2,94,2TDB,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Longkang,33.23,103.7,85.2,169,2TEN,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Longzha 1,34.2,102.93,86.3,114,2TEN,,biomass_ag_C,Ruo'ergai,Sichuan,China,NAC,Asia,Palearctic,Temperate mountain system
Longzha 2,34.17,102.82,67.8,109,2TEN,,biomass_ag_C,Ruo'ergai,Sichuan,China,NAC,Asia,Palearctic,Temperate mountain system
Longzi,28.4,92.3,42.6,90,2TEN,,biomass_ag_C,Shannan,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Loobos,52.16667,5.743889,42.6,90,2TEN,Pinus sylvestris,biomass_ag_C,NAC,Gelderland,Netherlands,Podzolic,Europe,Palearctic,Temperate oceanic forest
Lookout Mountains 1,45.8708,-122.097,4.54,8,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Lookout Mountains 2,45.849,-122.0274,83.95,26,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Lookout Mountains 3,45.8596,-122.0736,73.07,31,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Lookout Mountains 4,45.8141,-122.0101,116.76,46,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Lookout Mountains 5,45.8344,-122.0899,343.5,111,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Lookout Mountains 6,45.8464,-122.1093,444.45,85,2TEN,,biomass_ag_C,NAC,Washington,United States of America,NAC,North America,Nearctic,Temperate mountain system
Los Tuxtlas,18.58,-95.08,181.0,999,2TEB,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,120.6,20,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,18.3,4,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,35.3,20,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,116.0,30,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,9.9,8,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,0.9,10,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,94.7,26,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,0.9,0.5,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,127.5,16,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,45.4,8,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Los Tuxtlas,18.58,-95.08,130.2,50,NAC,,biomass_ag_C,NAC,Veracruz,Mexico,NAC,North America,Neotropics,Tropical rainforest
Lulang,29.8,94.7,118.3,86,2TEN,,biomass_ag_C,NAC,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 1006.Deqin,28.18,98.9,92.1,150,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 1168.Shanxi 1,37.7,111.48,43.8,88,2TDB,,biomass_ag_C,NAC,Shanxi,China,NAC,Asia,Palearctic,Temperate mountain system
Luo Site 1327.Shanxi 2,36.75,112.48,39.1,81,2TEN,,biomass_ag_C,NAC,Shanxi,China,NAC,Asia,Palearctic,Temperate mountain system
Luo Site 1934.Leiboshan,28.3,103.4,78.7,105,2TEB,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 1936.Dalu,33.2,104.2,52.0,80,2TDB,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 1937 Mao'ergai,32.6,103.0,65.5,120,2TDB,,biomass_ag_C,Songfan,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 2069.Kuankuoshui,28.2,107.0,145.4,80,2TB,,biomass_ag_C,Zunyi,Guizhou,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 2073.Baizhiba,28.1,106.8,136.4,121,2TB,,biomass_ag_C,Tongzi,Guizhou,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 2075.Lengzhushan,26.3,108.0,79.7,80,2TEB,,biomass_ag_C,Leishan,Guizhou,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 2088.Mengguan,26.4,106.7,92.0,87,2TB,,biomass_ag_C,Guiyang,Guizhou,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 2312.Shiquan,33.0,108.2,68.2,95,2TB,,biomass_ag_C,NAC,Shaanxi,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 2883.Shangchayu,28.7,96.7,141.8,93,2TB,,biomass_ag_C,NAC,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 3468.Wandashan 1,45.8,132.9,43.5,84,2TDB,,biomass_ag_C,Hulin,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 3470.Wandashan 3,46.8,134.0,56.6,103,2TDB,,biomass_ag_C,Raohe,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 3541.Hekou,25.7,110.0,165.5,81,2TEB,,biomass_ag_C,Ziyuan,Guangxi,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 3560.Muling,44.5,130.2,43.0,102,2TDB,,biomass_ag_C,NAC,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 3631.Zhongdian,27.7,99.7,110.8,101,2TB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 3770.Renyihe 2,43.3,128.2,79.6,156,2TDB,,biomass_ag_C,Dunhua,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 3781.Wangqing,43.3,129.7,69.7,101,2TDB,,biomass_ag_C,NAC,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 394.Jianghua,24.7,111.55,163.9,90,2TEB,,biomass_ag_C,NAC,Hunan,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 3975.Xinkou,26.1,117.4,234.7,99,2TEB,,biomass_ag_C,Sanming,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 3979.Shuibei,27.3,117.4,216.7,115,2TEB,,biomass_ag_C,Shaowu,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 3983.Weiminsheshan,27.0,117.6,212.7,80,2TEB,,biomass_ag_C,Shaowu,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 3992.Wanmujing,27.1,118.1,168.3,120,2TEB,,biomass_ag_C,Jian'ou,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 3995.Maodi,26.7,118.0,239.4,200,2TEB,,biomass_ag_C,Nanping,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 4005.Dabugang,27.1,117.3,104.5,114,2TB,,biomass_ag_C,Shaowu,Fujian,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 4186.Hejiawan,29.3,110.1,83.0,130,2TB,,biomass_ag_C,Sangzhi,Hunan,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 4259.Pinglin,26.2,110.2,175.9,111,2TEB,,biomass_ag_C,Chengbu,Hunan,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 4263.Majiang,24.9,111.7,285.1,124,2TEB,,biomass_ag_C,Jianghua,Hunan,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 4441.Changbaishan 2,40.7,127.5,99.4,157,2TDB,,biomass_ag_C,Antu,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 4491.Linjiang,41.8,126.9,68.3,125,2TDB,,biomass_ag_C,NAC,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 4718.Karst Forest region,25.25,107.98,44.6,100,2TB,,biomass_ag_C,Maolan,Guizhou,China,NAC,Asia,IndoMalay,Subtropical humid forest
"Luo Site 4721.Xujiaba, Ailaoshan",24.53,101.0,170.9,100,2TEB,,biomass_ag_C,Ailaoshan,Yunnan,China,NAC,Asia,IndoMalay,Subtropical mountain system
Luo Site 4722.Heishiding 2,23.45,111.88,140.6,100,2TEB,,biomass_ag_C,NAC,Guangdong,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 4723.Guangping,26.83,109.75,138.7,80,2TEB,,biomass_ag_C,Huitong,Hunan,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 4724.Chayu,28.6,97.4,121.5,100,2TEB,,biomass_ag_C,NAC,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 487.Tianzhu,27.1,109.02,118.8,110,2TEB,,biomass_ag_C,NAC,Guizhou,China,NAC,Asia,IndoMalay,Subtropical humid forest
Luo Site 5148.Changbaishan 1,42.4,128.1,82.4,140,2TDB,,biomass_ag_C,Antu,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site 709.Xishui,28.5,106.32,65.4,80,2TEB,,biomass_ag_C,NAC,Guizhou,China,NAC,Asia,Palearctic,Subtropical humid forest
Luo Site 759.Ninglang 2,26.73,100.89,78.8,90,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 817.Ninglang 1,27.17,100.72,67.0,100,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 837.Jianchuan,26.23,99.56,98.3,85,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 843.Heqing,26.37,100.1,99.0,85,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 884.Dali,25.43,99.68,159.0,90,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 893.Eryuan,26.08,99.56,66.5,85,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 904.Huaping,26.45,101.19,91.7,85,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 925.Lijiang 3,27.38,99.44,47.9,85,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 934.Lijiang 2,27.17,99.44,187.9,100,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 938.Lijiang 4,27.17,100.23,92.2,120,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 950.Lijiang 1,27.02,100.35,84.1,120,2TEB,,biomass_ag_C,NAC,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 977.Weixi 6,27.97,98.96,80.2,100,2TEB,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
Luo Site 983.Weixi 7,27.53,99.32,112.1,100,2TEB,,biomass_ag_C,Diqing,Yunnan,China,NAC,Asia,Palearctic,Subtropical mountain system
"Luo Site Table 3-20.Baihe, Antu",42.42,128.2,115.5,150,2TM,,biomass_ag_C,Antu,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Baishan,42.5,128.33,110.0,166,2TM,,biomass_ag_C,Antu,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Chaihe,44.7,129.7,78.0,181,2TM,,biomass_ag_C,NAC,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
"Luo Site Table 3-20.Changbaishan, Baihe",42.4,128.1,93.2,110,2TM,,biomass_ag_C,Baihe,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Dahailin 1,44.3,128.5,62.1,173,2TM,,biomass_ag_C,NAC,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Dahailin 2,44.3,129.4,84.3,227,2TM,,biomass_ag_C,NAC,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Dumuhe,46.3,133.5,71.9,191,2TM,,biomass_ag_C,Hulin,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Leizi,47.0,129.0,37.1,101,2TM,,biomass_ag_C,Dailing,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
"Luo Site Table 3-20.Liangshui, Donglin",46.5,131.8,65.9,124,2TM,,biomass_ag_C,Donglin,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Lushuihe,42.3,127.2,60.6,146,2TM,,biomass_ag_C,Fusong,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Renyihe 1,43.3,128.2,97.6,145,2TM,,biomass_ag_C,Dunhua,Jilin,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Wandashan 2,45.8,132.9,72.0,204,2TM,,biomass_ag_C,Hulin,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Wuying (Fenglinhe in Liu),48.1,129.3,75.5,185,2TM,,biomass_ag_C,Yichun,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-20.Zhongxinshan,44.5,130.2,77.9,238,2TM,,biomass_ag_C,Muling,Heilongjiang,China,NAC,Asia,Palearctic,Temperate continental forest
Luo Site Table 3-63 Limushan,19.23,109.82,246.3,110,2TEB,,biomass_ag_C,NAC,Hainan,China,NAC,Asia,IndoMalay,Tropical moist forest
Luolong,30.7,95.8,61.0,110,2TEN,,biomass_ag_C,Changdu,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Luquillo 3,18.42,-65.92,224.0,999,2TEB,,biomass_ag_C,NAC,Puerto Rico,United States of America,NAC,North America,Neotropics,Tropical moist forest
Maerkang 1,32.0,102.6,167.1,206,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Maerkang 2,31.9,102.2,117.1,243,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Maerkang 3,31.8,102.2,179.8,119,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Maimai,-42.16,171.75,153.0,NI,2TE,,biomass_ag_C,NAC,South Island,New Zealand,NAC,Oceania,Australasia,Temperate oceanic forest
Majia,33.07,104.12,109.0,170,2TEN,,biomass_ag_C,Nanping,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Malu,34.6,103.5,87.2,96,2TEN,,biomass_ag_C,Zhuoni,Gansu,China,NAC,Asia,Palearctic,Temperate mountain system
Manasi,44.3,86.2,137.3,122,2TEN,,biomass_ag_C,NAC,Xinjiang,China,NAC,Asia,Palearctic,Temperate desert
Manaus 2,-2.5,-60.0,162.0,999,2TEB,,biomass_ag_C,Manaus,Amazonas,Brazil,NAC,South America,Neotropics,Tropical rainforest
Manaus 3,-2.97,-60.18,180.0,999,2TEB,,biomass_ag_C,Manaus,Amazonas,Brazil,NAC,South America,Neotropics,Tropical rainforest
Manaus 4,-3.1,-60.03,237.0,999,2TEB,,biomass_ag_C,Manaus,Amazonas,Brazil,NAC,South America,Neotropics,Tropical rainforest
Mangkang,29.6,98.5,86.8,150,2TEN,,biomass_ag_C,Changdu,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Mangui,51.07,121.27,44.3,114,2TDN,,biomass_ag_C,Genhe,Inner Mongol,China,NAC,Asia,Palearctic,Boreal coniferous forest
Maniqi,53.0,122.4,56.6,150,2TEN,,biomass_ag_C,Mohe,Heilongjiang,China,NAC,Asia,Palearctic,Boreal coniferous forest
Maoxian,31.6,103.8,113.6,91,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical humid forest
Mati,25.9,110.1,106.8,101,2TEN,,biomass_ag_C,Longsheng,Guangxi,China,NAC,Asia,IndoMalay,Subtropical humid forest
Meathop,54.21,-2.89,60.36,85,2TDB,,biomass_ag_C,NAC,Cumbria,United Kingdom,NAC,Europe,Palearctic,Temperate oceanic forest
Mengkeshan,52.6,124.2,54.9,80,2TEN,,biomass_ag_C,Tahe,Heilongjiang,China,NAC,Asia,Palearctic,Boreal coniferous forest
Metolius 1,44.4371,-121.5679,11.79,23,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 10,44.4982,-121.6249,122.26,190,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 11,44.4222,-121.6066,156.96,316,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 2,44.4508,-121.6908,2.25,9,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 3,44.4327,-121.6104,3.82,16,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 4,44.4277,-121.5852,36.47,69,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 5,44.4373,-121.587,52.58,56,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 6,44.4513,-121.5575,68.96,88,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 7,44.434,-121.6701,107.99,106,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 8,44.4526,-121.6691,54.46,93,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius 9,44.4634,-121.6634,142.29,96,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Metolius Old Pine,44.49889,-121.6236,98.26,249,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,alfic vitrixerands,North America,Nearctic,Temperate mountain system
Metolius Old Pine,44.49889,-121.6236,123.17,251,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,alfic vitrixerands,North America,Nearctic,Temperate mountain system
Metolius young,44.43,-121.57,5.79,17,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
"Milin Picea, Abies",29.2,94.1,120.2,140,2TEN,,biomass_ag_C,Lhasa,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Milin Pinus,29.2,94.1,54.9,80,2TEN,,biomass_ag_C,Lhasa,Tibet,China,NAC,Asia,Palearctic,Subtropical mountain system
Mill City South 1,44.644,-122.4507,0.84,NI,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mill City South 2,44.6886,-122.4967,50.09,14,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mill City South 3,44.6358,-122.4955,100.46,24,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mill City South 4,44.7248,-122.4212,159.67,47,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mill City South 6,44.7019,-122.5,241.11,74,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Minnesota,47.5,-93.5,34.0,NI,2TEN,,biomass_ag_C,NAC,Minnesota,United States of America,NAC,North America,Nearctic,Temperate continental forest
Minnesota,47.5,-93.5,18.0,71,2TEN,,biomass_ag_C,NAC,Minnesota,United States of America,NAC,North America,Nearctic,Temperate continental forest
Minnesota,47.5,-93.5,50.9,106,2TEN,,biomass_ag_C,NAC,Minnesota,United States of America,NAC,North America,Nearctic,Temperate continental forest
Miquan,43.9,87.7,116.8,178,2TEN,,biomass_ag_C,Urumqi,Xinjiang,China,NAC,Asia,Palearctic,Temperate desert
Miyaluo,31.6,102.8,136.0,169,2TEN,,biomass_ag_C,Lixian,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Mohe,52.47,122.53,28.1,125,2TDN,,biomass_ag_C,Jia'ergeda,Heilongjiang,China,NAC,Asia,Palearctic,Boreal coniferous forest
"montane, south east Aust.",-35.37,148.83,199.0,NI,2TEB,,biomass_ag_C,NAC,South East Australia,Australia,NAC,Australia,Australasia,Temperate mountain system
Monte di Mezzo,41.75,14.88,79.6,37,2TEN,Picea abies,biomass_ag_C,NAC,Campobasso,Italy,NAC,Europe,Palearctic,Subtropical dry forest
Montpelier,38.21518,-78.16126,151.5,304,2TDB,,biomass_ag_C,NAC,Virginia,United States of America,NAC,North America,Nearctic,Temperate continental forest
Morgan Monroe State Forest (MMSF),39.31667,-86.41667,87.2,80,2TDB,,biomass_ag_C,Brownsburg,Indiana,United States of America,Inceptisol,North America,Nearctic,Temperate continental forest
Mount Jefferson 1,44.7035,-121.873,3.67,10,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mount Jefferson 2,44.6877,-121.8699,2.67,11,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mount Jefferson 3,44.7004,-121.8761,124.34,29,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mount Jefferson 4,44.6882,-121.865,309.51,262,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mount Jefferson 5,44.6958,-121.8698,275.64,304,2TEN,,biomass_ag_C,NAC,Oregon,United States of America,NAC,North America,Nearctic,Temperate mountain system
Mt Kasuga,34.68,135.85,130.73,NRA,2TEB,,biomass_ag_C,NAC,Nara,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Mt Odaigahara,34.69,135.83,153.5,NRA,2TD,,biomass_ag_C,NAC,Nara,Japan,NAC,Asia,Palearctic,Subtropical humid forest
Mt. Disappointment,-37.42,145.17,146.81,68,2TEB,,biomass_ag_C,NAC,Victoria,Australia,NAC,Australia,Australasia,Temperate mountain system
Mulei,43.8,90.3,68.3,86,2TEN,,biomass_ag_C,NAC,Xinjiang,China,NAC,Asia,Palearctic,Temperate mountain system
"Muli Picea, Abies",27.9,101.2,106.0,144,2TEN,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Muli Quercus,27.9,101.2,121.6,232,2TB,,biomass_ag_C,NAC,Sichuan,China,NAC,Asia,Palearctic,Subtropical mountain system
Murphy Preserve,39.24431,-81.01198,124.0,361,2TDB,,biomass_ag_C,NAC,West Virginia,United States of America,NAC,North America,Nearctic,Temperate continental forest
